family,species,category,invasiveness,growth_type,topography
Poaceae,Phyllostachys nigra var. henonis,native,N,herbaceous,valley_flatland
Lamiaceae,Lamium amplexicaule,native,N,herbaceous,valley_flatland
Brassicaceae,Capsella bursa-pastoris,native,N,herbaceous,valley_flatland
Chenopodiaceae,Chenopodium album var. centrorubrum,native,N,herbaceous,valley_flatland
Apiaceae,Hydrocotyle sibthorpioides,native,N,herbaceous,lower_slope
Poaceae,Bromus tectorum,exotic,N,herbaceous,lower_slope
Poaceae,Lolium multiflorum,exotic,N,herbaceous,lower_slope
Fabaceae,Trifolium repens,exotic,N,herbaceous,lower_slope
Chenopodiaceae,Chenopodium album var. centrorubrum,native,N,herbaceous,lower_slope
Orchidaceae,Spiranthes sinensis,native,N,herbaceous,lower_slope
Poaceae,Echinochloa utilis,native,N,herbaceous,lower_slope
Asteraceae,Xanthium strumarium,exotic,N,herbaceous,lower_slope
Poaceae,Imperata cylindrica var. koenigii,native,N,herbaceous,valley_flatland
Poaceae,Imperata cylindrica var. koenigii,native,N,herbaceous,lower_slope
Poaceae,Bromus unioloides,exotic,N,herbaceous,lower_slope
Nephrolepidaceae,Nephrolepis cordifolia,native,N,herbaceous,lower_slope
Liliaceae,Asparagus cochinchinensis,native,N,herbaceous,valley_flatland
Cyperaceae,Carex japonica,native,N,herbaceous,upper_slope
Liliaceae,Tricyrtis macropoda,native,N,herbaceous,upper_slope
Dryopteridaceae,Leptorumohra miqueliana,native,N,herbaceous,upper_slope
Primulaceae,Lysimachia davurica,native,N,herbaceous,upper_slope
Violaceae,Viola lactiflora,native,N,herbaceous,lower_slope
Fabaceae,Vicia venosa var. cuspidata,native,NA,herbaceous,ridge_summit
Violaceae,Viola variegata,native,N,herbaceous,ridge_summit
Orchidaceae,Cephalanthera erecta,native,N,herbaceous,ridge_summit
Ranunculaceae,Thalictrum rochebruneanum var. grandisepalum,native,N,herbaceous,ridge_summit
Campanulaceae,Codonopsis lanceolata,native,N,herbaceous,ridge_summit
Valerianaceae,Patrinia villosa,native,N,herbaceous,ridge_summit
Rubiaceae,Galium kinuta,native,N,herbaceous,ridge_summit
Liliaceae,Hemerocallis hakuunensis,native,N,herbaceous,ridge_summit
Asteraceae,Dendranthema zawadskii,native,N,herbaceous,ridge_summit
Araceae,Arisaema peninsulae,native,N,herbaceous,ridge_summit
Ranunculaceae,Thalictrum rochebruneanum var. grandisepalum,native,N,herbaceous,lower_slope
Polygonaceae,Fallopia dentatoalata,native,N,herbaceous,valley_flatland
Asteraceae,Dendranthema zawadskii,native,N,herbaceous,valley_flatland
Poaceae,Microstegium japonicum,native,N,herbaceous,upper_slope
Rosaceae,Sanguisorba officinalis,native,N,herbaceous,valley_flatland
Ranunculaceae,Thalictrum actaeifolium var. brevistylum,native,N,herbaceous,ridge_summit
Liliaceae,Hosta capitata,native,N,herbaceous,lower_slope
Clusiaceae,Hypericum erectum,native,N,herbaceous,valley_flatland
Fabaceae,Vicia nipponica,native,N,herbaceous,lower_slope
Brassicaceae,Cardamine leucantha,native,N,herbaceous,upper_slope
Onocleaceae,Matteuccia struthiopteris,native,N,herbaceous,upper_slope
Boraginaceae,Trigonotis radicans var. sericea,native,N,herbaceous,upper_slope
Asteraceae,Scorzonera albicaulis,native,N,herbaceous,upper_slope
Woodsiaceae,Woodsia manchuriensis,native,N,herbaceous,upper_slope
Poaceae,Zoysia japonica,native,N,herbaceous,valley_flatland
Amaranthaceae,Amaranthus lividus,exotic,N,herbaceous,upper_slope
Aspleniaceae,Asplenium ruprechtii,native,N,herbaceous,upper_slope
Selaginellaceae,Selaginella tamariscina,native,N,herbaceous,upper_slope
Ranunculaceae,Aconitum austrokoreense,native,N,herbaceous,upper_slope
Aspleniaceae,Asplenium pekinense,native,N,herbaceous,upper_slope
Urticaceae,Pilea mongolica,native,N,herbaceous,upper_slope
Fabaceae,Vigna angularis var. nipponensis,native,N,herbaceous,valley_flatland
Urticaceae,Boehmeria longispica,native,N,herbaceous,valley_flatland
Cyperaceae,Scirpus karuisawensis,native,N,herbaceous,valley_flatland
Lamiaceae,Nepeta cataria,native,N,herbaceous,valley_flatland
Ranunculaceae,Aconitum longecassidatum,native,N,herbaceous,valley_flatland
Apiaceae,Oenanthe javanica,native,N,herbaceous,valley_flatland
Dryopteridaceae,Dryopteris uniformis,native,N,herbaceous,lower_slope
Ranunculaceae,Thalictrum aquilegiifolium var. sibiricum,native,N,herbaceous,ridge_summit
Euphorbiaceae,Euphorbia sieboldiana,native,N,herbaceous,ridge_summit
Euphorbiaceae,Euphorbia sieboldiana,native,N,herbaceous,upper_slope
Convolvulaceae,Calystegia hederacea,native,N,herbaceous,upper_slope
Geraniaceae,Geranium sibiricum,native,N,herbaceous,lower_slope
Urticaceae,Pilea peploides,native,N,herbaceous,lower_slope
Apiaceae,Oenanthe javanica,native,N,herbaceous,lower_slope
Rubiaceae,Rubia pubescens,native,N,herbaceous,lower_slope
Ranunculaceae,Aconitum jaluense,native,N,herbaceous,lower_slope
Convolvulaceae,Cuscuta japonica,native,N,herbaceous,lower_slope
Asteraceae,Aster tataricus,native,N,herbaceous,ridge_summit
Equisetaceae,Equisetum hyemale,native,N,herbaceous,upper_slope
Rubiaceae,Galium paradoxum,native,N,herbaceous,upper_slope
Rosaceae,Agrimonia coreana,native,N,herbaceous,upper_slope
Scrophulariaceae,Scrophularia kakudensis,native,N,herbaceous,upper_slope
Saxifragaceae,Astilbe koreana,native,N,herbaceous,upper_slope
Urticaceae,Urtica angustifolia,native,N,herbaceous,upper_slope
Boraginaceae,Brachybotrys paridiformis,native,N,herbaceous,upper_slope
Asteraceae,Saussurea seoulensis,native,N,herbaceous,lower_slope
Asteraceae,Cacalia auriculata var. matsumurana,native,N,herbaceous,upper_slope
Violaceae,Viola albida,native,N,herbaceous,lower_slope
Asteraceae,Parasenecio auriculatus,native,N,herbaceous,upper_slope
Liliaceae,Allium microdictyon,native,N,herbaceous,lower_slope
Araceae,Symplocarpus renifolius,native,N,herbaceous,lower_slope
Araceae,Symplocarpus renifolius,native,N,herbaceous,upper_slope
Asteraceae,Parasenecio auriculatus,native,N,herbaceous,lower_slope
Poaceae,Paspalum dilatatum,exotic,N,herbaceous,valley_flatland
Asteraceae,Saussurea grandifolia,native,N,herbaceous,lower_slope
Orchidaceae,Oreorchis patens,native,N,herbaceous,valley_flatland
Poaceae,Paspalum thunbergii,native,N,herbaceous,lower_slope
Poaceae,Paspalum dilatatum,exotic,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris lacera,native,NA,herbaceous,ridge_summit
Asteraceae,Saussurea gracilis,native,N,herbaceous,ridge_summit
Apiaceae,Cymopterus melanotilingia,native,N,herbaceous,ridge_summit
Violaceae,Viola ovato-oblonga,native,N,herbaceous,upper_slope
Poaceae,Festuca ovina,native,N,herbaceous,ridge_summit
Polypodiaceae,Lepisorus thunbergianus,native,N,herbaceous,ridge_summit
Apiaceae,Sanicula tuberculata,native,N,herbaceous,valley_flatland
Asteraceae,Aster yomena,native,N,herbaceous,valley_flatland
Polygonaceae,Polygonum longisetum,native,N,herbaceous,valley_flatland
Asteraceae,Sigesbeckia glabrescens,native,N,herbaceous,valley_flatland
Rosaceae,Geum japonicum,native,N,herbaceous,valley_flatland
Pyrolaceae,Monotropa uniflora,native,N,herbaceous,lower_slope
Asteraceae,Conyza bonariensis,exotic,N,herbaceous,ridge_summit
Poaceae,Themeda triandra subsp. japonica,native,N,herbaceous,ridge_summit
Valerianaceae,Valeriana fauriei,native,N,herbaceous,lower_slope
Ranunculaceae,Aconitum pseudolaeve,native,N,herbaceous,lower_slope
Boraginaceae,Lithospermum erythrorhizon,native,N,herbaceous,lower_slope
Euphorbiaceae,Euphorbia pekinensis,native,N,herbaceous,lower_slope
Apiaceae,Peucedanum insolens,native,N,herbaceous,lower_slope
Orchidaceae,Platanthera chlorantha subsp. orientalis,native,N,herbaceous,lower_slope
Rosaceae,Aruncus dioicus var. kamtschaticus,native,N,herbaceous,upper_slope
Apiaceae,Bupleurum falcatum,native,N,herbaceous,upper_slope
Asteraceae,Artemisia annua,native,N,herbaceous,lower_slope
Ranunculaceae,Thalictrum aquilegiifolium var. sibiricum,native,N,herbaceous,valley_flatland
Rubiaceae,Galium dahuricum,native,N,herbaceous,ridge_summit
Woodsiaceae,Woodsia manchuriensis,native,N,herbaceous,ridge_summit
Aspleniaceae,Asplenium ruprechtii,native,N,herbaceous,ridge_summit
Fabaceae,Vicia amoena,native,NA,herbaceous,ridge_summit
Fabaceae,Lathyrus davidii,native,N,herbaceous,ridge_summit
Liliaceae,Lilium amabile,native,N,herbaceous,ridge_summit
Rosaceae,Aruncus dioicus var. kamtschaticus,native,N,herbaceous,ridge_summit
Rosaceae,Aruncus dioicus var. kamtschaticus,native,N,herbaceous,lower_slope
Dennstaedtiaceae,Dennstaedtia wilfordii,native,N,herbaceous,lower_slope
Rubiaceae,Galium dahuricum,native,N,herbaceous,lower_slope
Asteraceae,Aster koraiensis,native,N,herbaceous,upper_slope
Thelypteridaceae,Metathelypteris laxa,native,N,herbaceous,upper_slope
Thelypteridaceae,Thelypteris glanduligera,native,N,herbaceous,upper_slope
Cyperaceae,Carex tristachya,native,N,herbaceous,lower_slope
Urticaceae,Urtica thunbergiana,native,N,herbaceous,valley_flatland
Ranunculaceae,Aconitum kusnezoffii,native,N,herbaceous,upper_slope
Orchidaceae,Cremastra appendiculata,native,N,herbaceous,upper_slope
Ranunculaceae,Cimicifuga simplex,native,N,herbaceous,upper_slope
Fumariaceae,Corydalis ternata,native,N,herbaceous,upper_slope
Fumariaceae,Corydalis incisa,native,N,herbaceous,upper_slope
Rubiaceae,Rubia hexaphylla,native,N,herbaceous,upper_slope
Poaceae,Diarrhena fauriei,native,N,herbaceous,upper_slope
Liliaceae,Lilium leichtlinii var. maximowiczii,native,NA,herbaceous,ridge_summit
Caryophyllaceae,Lychnis cognata,native,N,herbaceous,upper_slope
Liliaceae,Streptopus ovalis,native,N,herbaceous,upper_slope
Fabaceae,Desmodium podocarpum subsp. oxyphyllum,native,N,herbaceous,ridge_summit
Orchidaceae,Epipactis papillosa,native,N,herbaceous,ridge_summit
Rubiaceae,Rubia hexaphylla,native,N,herbaceous,ridge_summit
Asteraceae,Bidens bipinnata,native,N,herbaceous,valley_flatland
Orchidaceae,Cephalanthera longibracteata,native,N,herbaceous,valley_flatland
Poaceae,Eulalia speciosa,native,N,herbaceous,lower_slope
Poaceae,Panicum bisulcatum,native,N,herbaceous,lower_slope
Poaceae,Isachne globosa,native,N,herbaceous,lower_slope
Asteraceae,Crepidiastrixeris denticulato-platyphylla,native,N,herbaceous,lower_slope
Gentianaceae,Swertia pseudochensis,native,N,herbaceous,lower_slope
Saxifragaceae,Parnassia palustris var. multiseta,native,N,herbaceous,lower_slope
Fabaceae,Desmodium podocarpum,native,N,herbaceous,lower_slope
Cyperaceae,Carex polyschoena,native,N,herbaceous,lower_slope
Cyperaceae,Carex polyschoena,native,N,herbaceous,upper_slope
Scrophulariaceae,Melampyrum setaceum,native,N,herbaceous,upper_slope
Polygonaceae,Polygonum viscoferum,native,N,herbaceous,upper_slope
Polygonaceae,Polygonum japonicum,native,N,herbaceous,upper_slope
Poaceae,Stipa pekinensis,native,N,herbaceous,lower_slope
Asteraceae,Sonchus oleraceus,exotic,N,herbaceous,upper_slope
Liliaceae,Hemerocallis hakuunensis,native,N,herbaceous,valley_flatland
Liliaceae,Polygonatum lasianthum,native,N,herbaceous,valley_flatland
Asteraceae,Saussurea pulchella,native,N,herbaceous,lower_slope
Gentianaceae,Swertia scabra,native,N,herbaceous,lower_slope
Poaceae,Diarrhena mandshurica,native,N,herbaceous,valley_flatland
Cyperaceae,Carex gifuensis,native,N,herbaceous,valley_flatland
Lamiaceae,Teucrium viscidum var. miquelianum,native,N,herbaceous,valley_flatland
Rubiaceae,Asperula maximowiczii,native,N,herbaceous,valley_flatland
Cyperaceae,Carex polyschoena,native,N,herbaceous,valley_flatland
Liliaceae,Veratrum nigrum var. japonicum,native,N,herbaceous,valley_flatland
Apiaceae,Pimpinella brachycarpa,native,N,herbaceous,valley_flatland
Lamiaceae,Phlomis umbrosa,native,N,herbaceous,valley_flatland
Violaceae,Viola keiskei,native,N,herbaceous,valley_flatland
Fumariaceae,Corydalis ochotensis,native,N,herbaceous,valley_flatland
Caryophyllaceae,Cucubalus baccifer var. japonicus,native,N,herbaceous,valley_flatland
Rubiaceae,Galium kinuta,native,N,herbaceous,valley_flatland
Rubiaceae,Rubia chinensis,native,N,herbaceous,valley_flatland
Juncaceae,Luzula capitata,native,N,herbaceous,upper_slope
Caryophyllaceae,Pseudostellaria coreana,native,N,herbaceous,ridge_summit
Liliaceae,Disporum viridescens,native,N,herbaceous,ridge_summit
Liliaceae,Hosta capitata,native,N,herbaceous,ridge_summit
Liliaceae,Hemerocallis minor,native,N,herbaceous,ridge_summit
Asteraceae,Leibnitzia anandria,native,N,herbaceous,ridge_summit
Lamiaceae,Mosla dianthera,native,N,herbaceous,lower_slope
Dennstaedtiaceae,Pteridium aquilinum subsp. latiusculum,native,N,herbaceous,lower_slope
Dennstaedtiaceae,Pteridium aquilinum subsp. latiusculum,native,N,herbaceous,ridge_summit
Dennstaedtiaceae,Pteridium aquilinum subsp. latiusculum,native,N,herbaceous,upper_slope
Scrophulariaceae,Pedicularis resupinata,native,N,herbaceous,upper_slope
Araliaceae,Aralia cordata,native,N,herbaceous,upper_slope
Rubiaceae,Asperula lasiantha,native,N,herbaceous,upper_slope
Gentianaceae,Swertia japonica,native,N,herbaceous,upper_slope
Violaceae,Viola albida,native,N,herbaceous,valley_flatland
Liliaceae,Ophiopogon jaburan,native,N,herbaceous,lower_slope
Aspleniaceae,Asplenium pekinense,native,N,herbaceous,lower_slope
Pteridaceae,Cheilanthes argentea,native,N,herbaceous,upper_slope
Violaceae,Viola albida f. takahashii,native,N,herbaceous,upper_slope
Liliaceae,Ophiopogon jaburan,native,N,herbaceous,valley_flatland
Crassulaceae,Hylotelephium erythrostictum,native,N,herbaceous,upper_slope
Rosaceae,Geum japonicum,native,N,herbaceous,upper_slope
Asteraceae,Parasenecio auriculatus var. matsumurana,native,N,herbaceous,upper_slope
Liliaceae,Lilium callosum,native,N,herbaceous,upper_slope
Apocynaceae,Cynanchum atratum,native,N,herbaceous,upper_slope
Apiaceae,Angelica decursiva,native,N,herbaceous,valley_flatland
Violaceae,Viola albida f. takahashii,native,N,herbaceous,lower_slope
Boraginaceae,Lithospermum erythrorhizon,native,N,herbaceous,ridge_summit
Lygodiaceae,Lygodium japonicum,native,N,herbaceous,ridge_summit
Orchidaceae,Bletilla striata,native,N,herbaceous,upper_slope
Liliaceae,Liriope spicata,native,N,herbaceous,ridge_summit
Boraginaceae,Lithospermum zollingeri,native,N,herbaceous,upper_slope
Fumariaceae,Corydalis pallida,native,N,herbaceous,valley_flatland
Lygodiaceae,Lygodium japonicum,native,N,herbaceous,valley_flatland
Boraginaceae,Lithospermum zollingeri,native,N,herbaceous,lower_slope
Fabaceae,Desmodium oldhamii,native,N,herbaceous,lower_slope
Orchidaceae,Bletilla striata,native,N,herbaceous,lower_slope
Orchidaceae,Calanthe discolor,native,N,herbaceous,ridge_summit
Violaceae,Viola keiskei,native,N,herbaceous,ridge_summit
Athyriaceae,Athyrium sinense,native,N,herbaceous,ridge_summit
Onocleaceae,Onoclea sensibilis,native,N,herbaceous,ridge_summit
Ranunculaceae,Cimicifuga heracleifolia var. bifida,native,N,herbaceous,ridge_summit
Asteraceae,Farfugium japonicum,native,N,herbaceous,lower_slope
Balsaminaceae,Impatiens noli-tangere,native,N,herbaceous,upper_slope
Polygonaceae,Polygonum posumbu,native,N,herbaceous,lower_slope
Urticaceae,Urtica thunbergiana,native,N,herbaceous,lower_slope
Asteraceae,Breea segetum,native,N,herbaceous,lower_slope
Iridaceae,Iris sanguinea,native,N,herbaceous,ridge_summit
Caryophyllaceae,Stellaria alsine var. undulata,native,N,herbaceous,upper_slope
Poaceae,Poa sphondylodes,native,N,herbaceous,lower_slope
Asteraceae,Ixeris chinensis subsp. strigosa,native,N,herbaceous,ridge_summit
Selaginellaceae,Selaginella tamariscina,native,N,herbaceous,lower_slope
Berberidaceae,Caulophyllum robustum,native,N,herbaceous,valley_flatland
Primulaceae,Lysimachia japonica,native,N,herbaceous,upper_slope
Iridaceae,Iris ruthenica var. nana,native,N,herbaceous,upper_slope
Geraniaceae,Geranium thunbergii,native,N,herbaceous,lower_slope
Poaceae,Eragrostis multicaulis,native,N,herbaceous,upper_slope
Juncaceae,Luzula capitata,native,N,herbaceous,ridge_summit
Dioscoreaceae,Dioscorea tenuipes,native,N,herbaceous,ridge_summit
Caryophyllaceae,Cucubalus baccifer var. japonicus,native,N,herbaceous,ridge_summit
Asteraceae,Artemisia sylvatica,native,N,herbaceous,ridge_summit
Asteraceae,Aster yomena,native,N,herbaceous,ridge_summit
Ophioglossaceae,Botrychium ternatum,native,NA,herbaceous,ridge_summit
Selaginellaceae,Selaginella tamariscina,native,N,herbaceous,ridge_summit
Asteraceae,Cirsium japonicum var. ussuriense,native,N,herbaceous,ridge_summit
Chenopodiaceae,Chenopodium album var. centrorubrum,native,N,herbaceous,upper_slope
Poaceae,Bromus unioloides,exotic,N,herbaceous,upper_slope
Osmundaceae,Osmunda cinnamomea,native,N,herbaceous,upper_slope
Orchidaceae,Liparis krameri,native,N,herbaceous,lower_slope
Ranunculaceae,Paeonia japonica,native,N,herbaceous,lower_slope
Ranunculaceae,Actaea asiatica,native,N,herbaceous,lower_slope
Liliaceae,Allium macrostemon,native,N,herbaceous,upper_slope
Poaceae,Festuca arundinacea,exotic,N,herbaceous,ridge_summit
Poaceae,Festuca arundinacea,exotic,N,herbaceous,lower_slope
Violaceae,Viola diamantiaca,native,N,herbaceous,upper_slope
Apiaceae,Angelica gigas,native,N,herbaceous,ridge_summit
Violaceae,Viola diamantiaca,native,N,herbaceous,ridge_summit
Saxifragaceae,Rodgersia podophylla,native,N,herbaceous,upper_slope
Ranunculaceae,Paeonia japonica,native,N,herbaceous,upper_slope
Ranunculaceae,Thalictrum rochebruneanum var. grandisepalum,native,N,herbaceous,valley_flatland
Liliaceae,Polygonatum inflatum,native,N,herbaceous,valley_flatland
Violaceae,Viola diamantiaca,native,N,herbaceous,valley_flatland
Saxifragaceae,Saxifraga fortunei var. incisolobata,native,NA,herbaceous,valley_flatland
Araceae,Arisaema amurense,native,N,herbaceous,valley_flatland
Saxifragaceae,Chrysosplenium grayanum,native,N,herbaceous,valley_flatland
Apiaceae,Angelica gigas,native,N,herbaceous,valley_flatland
Apiaceae,Angelica dahurica,native,N,herbaceous,valley_flatland
Solanaceae,Scopolia japonica,native,N,herbaceous,valley_flatland
Ranunculaceae,Cimicifuga dahurica,native,N,herbaceous,valley_flatland
Poaceae,Trisetum bifidum,native,N,herbaceous,valley_flatland
Cyperaceae,Carex forficula,native,N,herbaceous,valley_flatland
Onocleaceae,Matteuccia struthiopteris,native,N,herbaceous,valley_flatland
Lamiaceae,Lamium album var. barbatum,native,N,herbaceous,valley_flatland
Papaveraceae,Hylomecon vernalis,native,N,herbaceous,valley_flatland
Oxalidaceae,Oxalis obtriangulata,native,N,herbaceous,valley_flatland
Saxifragaceae,Chrysosplenium pseudofauriei,native,N,herbaceous,valley_flatland
Caryophyllaceae,Pseudostellaria davidii,native,N,herbaceous,valley_flatland
Poaceae,Milium effusum,native,N,herbaceous,valley_flatland
Brassicaceae,Cardamine impatiens,native,N,herbaceous,valley_flatland
Polygonaceae,Fallopia dumetorum,native,N,herbaceous,valley_flatland
Balsaminaceae,Impatiens noli-tangere,native,N,herbaceous,valley_flatland
Polygonaceae,Polygonum posumbu,native,N,herbaceous,valley_flatland
Liliaceae,Veratrum patulum,native,N,herbaceous,valley_flatland
Rosaceae,Geum aleppicum,native,N,herbaceous,valley_flatland
Cyperaceae,Carex pediformis var. pedunculata,native,N,herbaceous,valley_flatland
Rubiaceae,Galium spurium var. echinospermum,native,N,herbaceous,valley_flatland
Araceae,Arisaema peninsulae,native,N,herbaceous,valley_flatland
Brassicaceae,Cardamine fallax,native,N,herbaceous,valley_flatland
Campanulaceae,Adenophora verticillata,native,N,herbaceous,lower_slope
Poaceae,Festuca parvigluma,native,N,herbaceous,valley_flatland
Fabaceae,Vicia amoena,native,NA,herbaceous,valley_flatland
Aristolochiaceae,Aristolochia contorta,native,N,herbaceous,valley_flatland
Campanulaceae,Adenophora verticillata,native,N,herbaceous,upper_slope
Liliaceae,Lilium distichum,native,N,herbaceous,valley_flatland
Cyperaceae,Carex kamagariensis,native,N,herbaceous,upper_slope
Liliaceae,Allium thunbergii,native,N,herbaceous,ridge_summit
Fabaceae,Vicia chosenensis,native,N,herbaceous,ridge_summit
Ranunculaceae,Aconitum kusnezoffii,native,N,herbaceous,valley_flatland
Asteraceae,Carpesium macrocephalum,native,N,herbaceous,valley_flatland
Ranunculaceae,Cimicifuga simplex,native,N,herbaceous,valley_flatland
Apiaceae,Pimpinella koreana,native,N,herbaceous,upper_slope
Apiaceae,Pimpinella koreana,native,N,herbaceous,ridge_summit
Rubiaceae,Galium kamtschaticum,native,N,herbaceous,lower_slope
Rosaceae,Potentilla anserina,native,N,herbaceous,lower_slope
Apiaceae,Heracleum moellendorffii,native,N,herbaceous,upper_slope
Apiaceae,Pimpinella komarovii,native,N,herbaceous,ridge_summit
Ranunculaceae,Cimicifuga heracleifolia,native,N,herbaceous,valley_flatland
Violaceae,Viola tokubuchiana var. takedana,native,N,herbaceous,upper_slope
Aspleniaceae,Asplenium ruprechtii,native,N,herbaceous,valley_flatland
Lamiaceae,Salvia chanryoenica,native,N,herbaceous,upper_slope
Campanulaceae,Hanabusaya asiatica,native,N,herbaceous,upper_slope
Scrophulariaceae,Pedicularis resupinata var. umbrosa,native,N,herbaceous,upper_slope
Valerianaceae,Patrinia saniculifolia,native,N,herbaceous,ridge_summit
Gentianaceae,Gentiana triflora f. japonica,native,N,herbaceous,valley_flatland
Asteraceae,Parasenecio koraiensis,native,N,herbaceous,valley_flatland
Campanulaceae,Hanabusaya asiatica,native,N,herbaceous,valley_flatland
Liliaceae,Paris verticillata,native,N,herbaceous,valley_flatland
Asteraceae,Parasenecio auriculatus var. kamtschaticus,native,N,herbaceous,upper_slope
Lamiaceae,Salvia chanryoenica,native,N,herbaceous,ridge_summit
Dipsacaceae,Scabiosa tschiliensis,native,N,herbaceous,upper_slope
Valerianaceae,Patrinia saniculifolia,native,N,herbaceous,upper_slope
Berberidaceae,Epimedium koreanum,native,N,herbaceous,lower_slope
Rubiaceae,Galium spurium var. echinospermum,native,N,herbaceous,lower_slope
Asteraceae,Parasenecio hastatus subsp. orientalis,native,N,herbaceous,valley_flatland
Apiaceae,Cryptotaenia japonica,native,N,herbaceous,ridge_summit
Violaceae,Viola albida,native,N,herbaceous,ridge_summit
Araceae,Arisaema heterophyllum,native,N,herbaceous,valley_flatland
Ranunculaceae,Aconitum pseudolaeve,native,N,herbaceous,valley_flatland
Dennstaedtiaceae,Dennstaedtia wilfordii,native,N,herbaceous,valley_flatland
Primulaceae,Primula jesoana var. pubescens,native,N,herbaceous,upper_slope
Liliaceae,Erythronium japonicum,native,N,herbaceous,ridge_summit
Convallariaceae,Smilacina japonica,native,N,herbaceous,lower_slope
Gentianaceae,Gentiana scabra,native,N,herbaceous,valley_flatland
Fabaceae,Chamaecrista nomame,native,N,herbaceous,valley_flatland
Lamiaceae,Prunella asiatica,native,N,herbaceous,valley_flatland
Poaceae,Dactylis glomerata,exotic,N,herbaceous,valley_flatland
Brassicaceae,Descurainia sophia,exotic,N,herbaceous,valley_flatland
Liliaceae,Allium macrostemon,native,N,herbaceous,valley_flatland
Lamiaceae,Elsholtzia splendens,native,N,herbaceous,ridge_summit
Nephrolepidaceae,Nephrolepis cordifolia,native,N,herbaceous,upper_slope
Liliaceae,Heloniopsis koreana,native,N,herbaceous,ridge_summit
Poaceae,Themeda triandra,native,N,herbaceous,upper_slope
Liliaceae,Lilium distichum,native,N,herbaceous,ridge_summit
Crassulaceae,Sedum polytrichoides,native,N,herbaceous,upper_slope
Phytolaccaceae,Phytolacca acinosa,exotic,N,herbaceous,upper_slope
Asteraceae,Crassocephalum crepidioides,exotic,N,herbaceous,valley_flatland
Poaceae,Microstegium japonicum,native,N,herbaceous,valley_flatland
Liliaceae,Hosta capitata,native,N,herbaceous,valley_flatland
Dryopteridaceae,Dryopteris sacrosancta,native,N,herbaceous,valley_flatland
Apiaceae,Angelica polymorpha,native,N,herbaceous,upper_slope
Poaceae,Polypogon fugax,native,N,herbaceous,upper_slope
Cyperaceae,Carex dispalata,native,N,herbaceous,upper_slope
Asteraceae,Cirsium japonicum var. ussuriense,native,N,herbaceous,valley_flatland
Woodsiaceae,Woodsia polystichoides,native,N,herbaceous,valley_flatland
Rosaceae,Potentilla dickinsii,native,N,herbaceous,ridge_summit
Juncaceae,Juncus effusus var. decipiens,native,N,herbaceous,NA
Lamiaceae,Mosla punctulata,native,N,herbaceous,NA
Chenopodiaceae,Chenopodium album var. centrorubrum,native,N,herbaceous,NA
Phytolaccaceae,Phytolacca americana,exotic,N,herbaceous,NA
Polygonaceae,Polygonum hydropiper,native,N,herbaceous,NA
Commelinaceae,Commelina communis,native,N,herbaceous,NA
Poaceae,Setaria viridis,native,N,herbaceous,NA
Asteraceae,Ambrosia artemisiifolia,exotic,Y,herbaceous,NA
Asteraceae,Artemisia princeps,native,N,herbaceous,NA
Cannabaceae,Humulus japonicus,native,N,herbaceous,NA
Fabaceae,Kummerowia striata,native,N,herbaceous,valley_flatland
Apiaceae,Angelica polymorpha,native,N,herbaceous,valley_flatland
Poaceae,Festuca arundinacea,exotic,N,herbaceous,valley_flatland
Asteraceae,Prenanthes ochroleuca,native,N,herbaceous,lower_slope
Selaginellaceae,Selaginella rossii,native,N,herbaceous,upper_slope
Polygonaceae,Rumex acetosa,native,N,herbaceous,lower_slope
Liliaceae,Tricyrtis macropoda,native,N,herbaceous,valley_flatland
Asteraceae,Prenanthes ochroleuca,native,N,herbaceous,valley_flatland
Liliaceae,Lilium lancifolium,native,N,herbaceous,valley_flatland
Asteraceae,Eupatorium lindleyanum,native,N,herbaceous,valley_flatland
Poaceae,Phragmites communis,native,N,herbaceous,lower_slope
Campanulaceae,Adenophora divaricata,native,N,herbaceous,upper_slope
Violaceae,Viola japonica,native,N,herbaceous,upper_slope
Poaceae,Agrostis clavata var. nukabo,native,N,herbaceous,lower_slope
Dryopteridaceae,Arachniodes standishii,native,N,herbaceous,ridge_summit
Dryopteridaceae,Dryopteris sacrosancta,native,N,herbaceous,ridge_summit
Rubiaceae,Galium spurium var. echinospermum,native,N,herbaceous,upper_slope
Lamiaceae,Mentha arvensis var. piperascens,native,N,herbaceous,valley_flatland
Dryopteridaceae,Arachniodes standishii,native,N,herbaceous,valley_flatland
Liliaceae,Lilium distichum,native,N,herbaceous,lower_slope
Ranunculaceae,Cimicifuga heracleifolia,native,N,herbaceous,lower_slope
Saxifragaceae,Rodgersia podophylla,native,N,herbaceous,valley_flatland
Rosaceae,Filipendula glaberrima,native,N,herbaceous,valley_flatland
Caryophyllaceae,Lychnis cognata,native,N,herbaceous,valley_flatland
Asteraceae,Crepidiastrum sonchifolium,native,N,herbaceous,valley_flatland
Araceae,Acorus calamus,native,N,herbaceous,valley_flatland
Poaceae,Leersia japonica,native,N,herbaceous,valley_flatland
Liliaceae,Lilium lancifolium,native,N,herbaceous,ridge_summit
Saxifragaceae,Mukdenia rossii var. multiloba,native,N,herbaceous,ridge_summit
Liliaceae,Veratrum nigrum var. ussuriense,native,N,herbaceous,upper_slope
Gentianaceae,Gentiana scabra,native,N,herbaceous,upper_slope
