species,category,growth_type,height_m,SLA_mm2_mg.1,seed_dry_mass_mg,upper_slope,lower_slope,ridge_summit,valley_flatland,NA
Thalictrum ichangense,native,herbaceous,0.36127241406350896,28.72500487513106,2.2730002139876304,0,1,0,0,0
Asplenium ruprechtii,native,herbaceous,0.6498907585560617,26.48524361501866,1.8406934385315759,1,1,1,1,0
Euphorbia pekinensis,native,herbaceous,0.26249590875438644,37.39748268072052,0.43245436410434146,1,1,0,0,0
Vicia nipponica,native,herbaceous,0.2605163543405668,37.983224112637615,8.323984532057375,1,1,0,1,0
Peucedanum insolens,native,herbaceous,0.49370781278106124,33.326239136535705,3.464882139656351,1,1,0,0,0
Phtheirospermum japonicum,native,herbaceous,0.3631233797260017,22.50313103109647,0.24977582802248066,1,1,1,0,0
Luzula capitata,native,herbaceous,0.44464184231590737,25.06879099517763,0.4551643615360593,1,1,1,1,0
Cirsium setidens,Aster_native,herbaceous,0.8858674684510462,22.025340172366278,3.5008000000000004,1,0,0,1,0
Aconitum villosum,native,herbaceous,0.3592626730047713,29.010961129711394,2.562222640975122,1,0,0,0,0
Cimicifuga heracleifolia,native,herbaceous,0.32411720333407956,29.78551058501811,2.0969671051519265,1,1,1,1,0
Ligularia jaluensis,Aster_native,herbaceous,0.6521396092711573,30.749450525966942,1.0454819801611797,0,0,0,1,0
Astilbe koreana,native,herbaceous,0.22447944474349474,37.66586985064038,0.2881103606125534,1,0,0,1,0
Lycopus lucidus,native,herbaceous,0.45030990340947036,21.181709147112382,0.4776382691106906,1,1,1,1,0
Mukdenia rossii,native,herbaceous,0.22334934073698823,35.466907930000005,0.3567249628844945,1,0,0,1,0
Brachybotrys paridiformis,native,herbaceous,0.5200920942425791,26.981151362543983,0.567049569056101,1,1,0,1,0
Vicia anguste-pinnata,native,herbaceous,0.2720896532977329,36.53653269886438,7.516470181057559,0,0,0,1,0
Osmorhiza aristata,native,herbaceous,0.5704219804894233,29.52478120915022,2.975188351825897,1,1,1,1,0
Corydalis ternata,native,herbaceous,0.3178420669312345,32.352315804366235,2.0148749074355203,1,1,0,0,0
Arisaema amurense,native,herbaceous,0.3652264362522282,35.344864952895186,12.317837192970282,1,1,1,1,0
Leptorumohra miqueliana,native,herbaceous,0.6735012794690903,27.24757719592998,1.3661430008949371,1,1,1,1,0
Spiranthes sinensis,native,herbaceous,0.4300417205610472,25.38807741093562,7.697090702999542,0,1,0,0,0
Echinochloa utilis,native,herbaceous,0.5184689618753687,28.603943375192568,1.5188753081088955,0,1,0,0,0
Nephrolepis cordifolia,native,herbaceous,0.7130213959652222,27.058251735375432,1.322065119836109,1,1,0,0,0
Tricyrtis macropoda,native,herbaceous,0.3014193689834412,33.132981720435176,13.534794254988343,1,1,1,1,0
Lysimachia davurica,native,herbaceous,0.31358825284897784,30.87955399526176,0.17473282255143915,1,0,0,1,0
Viola lactiflora,native,herbaceous,0.15129020421076314,34.10349878107317,0.9292968957285821,0,1,0,1,0
Microstegium japonicum,native,herbaceous,1.0712132336698048,16.15571739966591,0.37492,1,0,0,1,0
Scorzonera albicaulis,Aster_native,herbaceous,0.7429123398780884,22.926153735955907,0.6604507118309045,1,0,0,0,0
Woodsia manchuriensis,native,herbaceous,0.6867907372573095,28.24038975493028,1.2733725862566148,1,0,1,0,0
Selaginella tamariscina,native,herbaceous,0.2916106490926877,39.10522128872686,2.981725732468191,1,1,1,0,0
Aconitum austrokoreense,native,herbaceous,0.3592626730047713,29.010961129711394,2.562222640975122,1,1,0,1,0
Asplenium pekinense,native,herbaceous,0.6338340695591865,26.508607466544344,1.855707479234888,1,1,0,0,0
Scirpus karuisawensis,native,herbaceous,0.1579781400385853,28.72925498299927,0.2759132433449201,0,0,0,1,0
Aconitum longecassidatum,native,herbaceous,0.3592626730047713,29.010961129711394,2.562222640975122,1,1,0,1,0
Calystegia hederacea,native,herbaceous,0.9919790964626778,27.015418495052387,0.37672866602605876,1,0,0,0,0
Rubia pubescens,native,herbaceous,1.1886182950030708,26.81692330102971,0.6837843772529991,0,1,0,0,0
Cuscuta japonica,native,herbaceous,0.9919790964626778,27.015418495052387,0.37672866602605876,0,1,0,0,0
Equisetum hyemale,native,herbaceous,0.3926651450746234,23.940793152743243,2.550066041394123,1,1,0,1,0
Galium paradoxum,native,herbaceous,0.6791997330160693,28.115323133660713,0.35909954151952367,1,0,0,1,0
Scrophularia kakudensis,native,herbaceous,0.2872240694945424,27.3741629615945,0.3854900757827628,1,0,0,0,0
Urtica angustifolia,native,herbaceous,0.2610824715738402,37.33051875025414,6.04776401923947,1,1,0,1,0
Parasenecio auriculatus,Aster_native,herbaceous,0.6884253460656097,33.55150065904825,2.586620615854057,1,1,0,0,0
Symplocarpus renifolius,native,herbaceous,0.38503586029724896,35.15201710015752,10.239095193262417,1,1,0,1,0
Viola ovato-oblonga,native,herbaceous,0.20422938231341997,38.30269566770396,0.3686270851542604,1,0,0,0,0
Lepisorus thunbergianus,native,herbaceous,0.6735012794690903,27.24757719592998,1.3661430008949371,1,1,1,1,0
Geum japonicum,native,herbaceous,0.41092156435975596,23.689006360025353,2.4332,1,1,1,1,0
Monotropa uniflora,native,herbaceous,0.2426507607020521,29.704706056985057,0.052741657816628165,1,1,0,0,0
Bupleurum falcatum,native,herbaceous,0.527957746478873,22.3212141821296,2.8983458333125,1,0,0,0,0
Metathelypteris laxa,native,herbaceous,0.6981972766749225,28.234711407556144,1.203695965470303,1,0,0,0,0
Thelypteris glanduligera,native,herbaceous,0.6867907372573095,28.24038975493028,1.2733725862566148,1,0,1,1,0
Carex tristachya,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,0,1,0,0,0
Urtica thunbergiana,native,herbaceous,0.2544086780068361,37.27880472338103,6.976614658636633,1,1,0,1,0
Aconitum kusnezoffii,native,herbaceous,0.3592626730047713,29.010961129711394,2.562222640975122,1,0,0,1,0
Cremastra appendiculata,native,herbaceous,0.3468818563023516,25.18518764092874,6.849255263971899,1,0,0,0,0
Rubia hexaphylla,native,herbaceous,1.1886182950030708,26.81692330102971,0.6837843772529991,1,0,1,0,0
Diarrhena fauriei,native,herbaceous,0.4195399383602253,15.711603181761587,1.2392819853612893,1,1,1,1,0
Lychnis cognata,native,herbaceous,0.42745372504257617,27.95395169646875,0.994930876608719,1,1,1,1,0
Streptopus ovalis,native,herbaceous,0.29014292335969205,32.95156020191196,20.31571001193135,1,0,1,0,0
Epipactis papillosa,native,herbaceous,0.38086412839591693,26.07479553542971,7.8898480936830255,0,0,1,0,0
Desmodium podocarpum,native,herbaceous,0.45730249416372043,20.909855029051815,3.0086950275178297,0,1,0,0,0
Carex polyschoena,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,1,1,1,1,0
Polygonum viscoferum,native,herbaceous,0.6758938367064828,35.57969326899008,3.0874812164737833,1,0,0,0,0
Polygonum japonicum,native,herbaceous,0.6481193328815943,35.363098297938265,3.5645288218964795,1,0,0,0,0
Sonchus oleraceus,Aster_exotic,herbaceous,0.9420643187695851,22.548991941187982,0.5597133451646091,1,0,1,1,0
Saussurea pulchella,Aster_native,herbaceous,0.9226077289862195,22.05168192391413,2.5600914798749037,0,1,0,0,0
Diarrhena mandshurica,native,herbaceous,0.4195399383602253,15.711603181761587,1.2392819853612893,0,0,0,1,0
Pseudostellaria coreana,native,herbaceous,0.5702379473851124,35.03633330415107,0.44657793286823194,1,1,1,1,0
Aralia cordata,native,herbaceous,0.38223915852141566,37.967328554505805,0.527135555587536,1,0,0,0,0
Asperula lasiantha,native,herbaceous,1.0227576770133808,27.02285789706728,0.9170685523461181,1,0,0,0,0
Swertia japonica,native,herbaceous,1.1761666198977414,26.73695085309739,0.22477211982384085,1,0,0,0,0
Ophiopogon jaburan,native,herbaceous,0.28536681754101273,23.835529549107672,27.072820296933003,0,1,0,1,1
Hylotelephium erythrostictum,native,herbaceous,0.22447944474349474,37.66586985064038,0.2881103606125534,1,0,0,0,0
Cynanchum atratum,native,herbaceous,1.1761666198977414,26.73695085309739,0.23848433992694384,1,0,1,1,0
Bletilla striata,native,herbaceous,0.36831988593070736,26.07272979806407,7.286187577555958,1,1,0,1,0
Lithospermum zollingeri,native,herbaceous,0.5392714956699332,26.848412654465186,0.5505663967634545,1,1,0,0,0
Eragrostis multicaulis,native,herbaceous,0.5947302840213952,20.639890652210013,0.44853537554340206,1,1,0,1,0
Osmunda cinnamomea,native,herbaceous,0.65544,24.025960640808865,3.144315512550412,1,1,1,1,0
Liparis krameri,native,herbaceous,0.3541284559626419,25.36436555821317,6.95833489725477,0,1,1,1,0
Paeonia japonica,native,herbaceous,0.2239262380938944,36.51556949802599,0.4219962498898596,1,1,0,1,0
Allium macrostemon,native,herbaceous,0.3196793451006502,23.620927043420423,3.5793163054085637,1,1,0,1,0
Viola diamantiaca,native,herbaceous,0.13057855448029485,34.8556465301431,0.9617242669069861,1,0,1,1,0
Rodgersia podophylla,native,herbaceous,0.2188775865305466,35.91291533643587,0.33884168386121,1,1,0,1,0
Trisetum bifidum,native,herbaceous,0.4431429683225404,16.582254376075156,1.0227784049823077,1,1,0,1,0
Oxalis obtriangulata,native,herbaceous,0.27845377987193964,34.88703530604733,0.732683830742084,1,0,0,1,0
Chrysosplenium pseudofauriei,native,herbaceous,0.2188775865305466,35.91291533643587,0.33884168386121,0,0,0,1,0
Milium effusum,native,herbaceous,0.6045571925076573,16.742542246285,0.9032940620685007,0,0,0,1,0
Adenophora verticillata,native,herbaceous,0.20205035468042604,45.7643612100691,0.283,1,1,0,0,0
Carex kamagariensis,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,1,0,0,0,0
Pimpinella koreana,native,herbaceous,0.5652058003349484,30.05474296770331,3.4088684955778485,1,0,1,0,0
Potentilla anserina,native,herbaceous,0.113314295333255,19.210311345784262,0.19370814328602107,0,1,0,0,0
Salvia chanryoenica,native,herbaceous,0.43961569319173,21.206240542186386,0.47034049104977155,1,1,1,1,0
Hanabusaya asiatica,native,herbaceous,0.20567814997968686,33.183025411520816,0.46258718940835436,1,1,0,1,0
Patrinia saniculifolia,native,herbaceous,0.2712489677150636,35.2104828856051,0.8642436418490724,1,1,1,0,0
Parasenecio koraiensis,Aster_native,herbaceous,0.6884253460656097,33.55150065904825,2.586620615854057,0,0,0,1,0
Epimedium koreanum,native,herbaceous,0.3256135154959834,31.782431860279136,2.1513481421773477,1,1,0,0,0
Cryptotaenia japonica,native,herbaceous,0.5542070269978653,27.46102790133971,2.1167232282599335,1,1,1,1,0
Gentiana scabra,native,herbaceous,1.1522361387227662,26.73695085309739,0.22258235617553163,1,1,1,1,0
Themeda triandra,native,herbaceous,0.431694117647059,22.703137696891904,3.1722926523225796,1,1,0,0,0
Polypogon fugax,native,herbaceous,0.6080894881645111,16.32193149183317,0.7385656932231842,1,0,0,0,0
Potentilla dickinsii,native,herbaceous,0.113314295333255,19.210311345784262,0.19370814328602107,1,0,1,0,0
Prenanthes ochroleuca,Aster_native,herbaceous,0.9156582415645451,24.14080840663414,0.2807119012846812,0,1,0,1,0
Selaginella rossii,native,herbaceous,0.2916106490926877,39.10522128872686,2.981725732468191,1,1,1,0,0
Adenophora divaricata,native,herbaceous,0.20851309983207172,33.368365204196174,0.46766807926654796,1,0,0,1,0
Arachniodes standishii,native,herbaceous,0.5712930988308275,27.582956674129267,1.2849084450706716,1,1,1,1,1
Acorus calamus,native,herbaceous,0.29419811510878224,32.72972016448674,3.2665803664702864,0,0,0,1,0
Leersia japonica,native,herbaceous,0.5093411336695638,21.003487765143976,0.6745992989555686,0,0,0,1,0
Primula sieboldii,native,herbaceous,0.31358825284897784,30.87955399526176,0.17473282255143915,0,0,0,1,0
Deparia coreana,native,herbaceous,0.7739157170113009,26.617177550918683,1.4017982137973735,1,1,0,0,0
Sillaphyton podagraria,native,herbaceous,0.3860933020852171,39.58869659890027,0.56305997168439,1,1,1,1,0
Cornopteris crenulato-serrulata,native,herbaceous,0.7766533639130592,26.771611064123697,1.3205853667778364,1,1,0,1,0
Osmunda claytoniana,native,herbaceous,0.448043149851076,25.006805686407105,3.018489208985521,1,0,0,1,0
Dennstaedtia hirsuta,native,herbaceous,0.3852154455230161,26.13018229400172,2.1642633589692,1,1,0,1,0
Ligularia jamesii,Aster_native,herbaceous,0.6521396092711573,30.749450525966942,1.0454819801611797,1,0,0,0,0
Achillea alpina,Aster_native,herbaceous,0.685887036754389,35.15025652512655,2.316388869007155,1,0,1,0,0
Orostachys minuta,native,herbaceous,0.22447944474349474,37.66586985064038,0.2881103606125534,0,0,1,0,0
Gentiana squarrosa,native,herbaceous,1.1522361387227662,26.73695085309739,0.22258235617553163,1,1,1,1,0
Circaea alpina,native,herbaceous,0.5490011199613128,26.994436178070117,3.142419026672584,0,0,0,1,0
Anemone reflexa,native,herbaceous,0.17765673679679303,32.68786552013654,2.5727173680156947,1,1,0,1,0
Lepisorus ussuriensis,native,herbaceous,0.6735012794690903,27.24757719592998,1.3661430008949371,1,0,1,1,1
Agrostis clavata,native,herbaceous,0.6080894881645111,16.32193149183317,0.7385656932231842,1,1,0,1,0
Polygonatum falcatum,native,herbaceous,0.26630872961501184,23.454582119032164,15.048590501528224,1,1,0,1,0
Actinostemma lobatum,native,herbaceous,0.6725336282524984,28.517228577258177,3.1118645036270682,0,1,0,0,0
Polygonum muricatum,native,herbaceous,0.6513900887323718,36.39687372808351,3.243262320874672,0,0,0,1,0
Ranunculus sceleratus,native,herbaceous,0.19969056034467508,32.4635172054699,2.6935848963965188,0,0,0,1,0
Polygonum viscosum,native,herbaceous,0.6541622435558163,36.12334661873131,3.0761857399651524,1,0,0,1,0
Bupleurum longeradiatum,native,herbaceous,0.4974031902075358,31.117153979755063,2.288447693541096,1,0,1,1,0
Ajuga spectabilis,native,herbaceous,1.0185535215740948,20.76453094882335,0.22463643019632223,1,1,1,1,0
Ostericum grosseserratum,native,herbaceous,0.4815141052634872,32.14052691609299,3.146534964057295,1,1,0,0,0
Diplazium mesosorum,native,herbaceous,0.7766533639130592,26.771611064123697,1.3205853667778364,0,0,0,1,0
Thelypteris beddomei,native,herbaceous,0.6867907372573095,28.24038975493028,1.2733725862566148,1,1,0,0,0
Lactuca triangulata,Aster_native,herbaceous,0.9010034841119475,22.31504815800795,0.6220391709867616,1,0,0,0,0
Adenophora liliifolia,native,herbaceous,0.21415605257824552,33.33847092827004,0.4905662158865855,0,1,0,0,0
Calamagrostis pseudophragmites,native,herbaceous,0.6080894881645111,16.32193149183317,0.7385656932231842,1,1,0,0,0
Rotala indica,native,herbaceous,0.41384005588134043,28.879669504611638,2.06258065844087,0,0,0,1,0
Asyneuma japonicum,native,herbaceous,0.19310863292631078,26.165349878643262,0.6180261914415014,0,0,0,1,0
Potentilla cryptotaeniae,native,herbaceous,0.113314295333255,19.210311345784262,0.19370814328602107,0,0,0,1,0
Odontosoria chinensis,native,herbaceous,0.36291461289143356,26.187126101069786,2.341477535650902,1,1,0,0,0
Pseudolysimachion dauricum,native,herbaceous,0.2872240694945424,27.3741629615945,0.3854900757827628,1,0,0,0,0
Allium spirale,native,herbaceous,0.3196793451006502,23.620927043420423,3.5234824565991065,0,0,1,0,0
Lilium cernuum,native,herbaceous,0.3014193689834412,32.857966273805616,18.133940821552894,0,0,1,0,0
Amitostigma gracile,native,herbaceous,0.4960024344945759,25.32102585109342,7.188382058243233,1,0,1,0,0
Woodsia microsora,native,herbaceous,0.6867907372573095,28.24038975493028,1.2733725862566148,0,0,1,0,0
Streptolirion volubile,native,herbaceous,0.5709280645565252,25.77936340709495,5.1687815588656765,1,1,0,1,0
Urtica laetevirens,native,herbaceous,0.2544086780068361,37.27880472338103,6.976614658636633,1,1,0,0,0
Rhynchosia acuminatifolia,native,herbaceous,0.24104614041142228,36.71314005214764,7.270672507291122,1,1,1,0,0
Dryopteris saxifragi-varia,native,herbaceous,0.5565432791699102,26.937084495541214,1.3432687595218122,1,1,1,1,0
Dicranopteris linearis,native,herbaceous,0.4156896964291365,25.352178556601604,2.8413267954024253,1,1,0,0,0
Dryopteris expansa,native,herbaceous,0.5463761547259222,27.016705187121715,1.3432687595218122,1,0,0,1,0
Carex pediformis,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,1,1,0,0,0
Aster spathulifolius,Aster_native,herbaceous,0.6931673637884983,24.728799055812818,0.11081155492069314,0,1,0,0,0
Hololeion maximowiczii,Aster_native,herbaceous,0.3045498936302256,24.651478958920794,1.0218274796171467,0,0,0,1,0
Ostericum sieboldii,native,herbaceous,0.4815141052634872,32.14052691609299,3.146534964057295,1,1,0,1,0
Vicia cracca,native,herbaceous,0.2709728255792003,35.9557203214074,14.114300916233821,1,0,1,1,0
Hepatica insularis,native,herbaceous,0.17765673679679303,32.68786552013654,2.5727173680156947,1,1,0,1,0
Dumasia truncata,native,herbaceous,0.2821051004015646,35.67519730270418,18.97348728491351,1,1,0,0,0
Artemisia indica,Aster_native,herbaceous,0.9598792777587276,15.718560436150577,0.07468259239481366,1,1,1,1,1
Rubia argyi,native,herbaceous,1.1886182950030708,26.81692330102971,0.6837843772529991,1,1,1,1,0
Trigonotis icumae,native,herbaceous,0.526292318911843,26.930281170174425,0.567049569056101,1,1,0,1,0
Draba nemorosa,native,herbaceous,0.4250340036768449,31.579538875959752,0.22946002643358349,0,1,0,0,0
Persicaria thunbergii,native,herbaceous,0.6862862083019695,37.47534739572575,3.04254307439064,1,1,1,1,0
Phragmites australis,native,herbaceous,0.7055839628385926,18.778828933402632,0.32203487581411433,1,0,0,1,0
Juncus decipiens,native,herbaceous,0.44464184231590737,25.19004137695411,0.4551643615360593,1,1,0,1,0
Astilbe chinensis,native,herbaceous,0.2292755062649572,40.568266894999994,0.06195313333333329,1,1,1,1,0
Gagea nakaiana,native,herbaceous,0.3014193689834412,33.11000318209405,12.58442962143311,1,1,0,0,0
Persicaria senticosa,native,herbaceous,0.6862862083019695,37.47534739572575,3.04254307439064,1,1,1,1,0
Elymus tsukushiensis,native,herbaceous,0.12291731714285699,15.73365542984047,5.38,1,1,1,1,0
Rubia cordifolia,native,herbaceous,1.5,26.645704301031444,4.1,1,1,1,1,0
Pseudosasa japonica,native,herbaceous,5.33333333333333,14.257257616959102,0.502592232402273,1,1,1,1,0
Iris minutoaurea,native,herbaceous,0.418753438330866,25.626072161720106,7.617838226718733,0,1,0,0,0
Gentiana zollingeri,native,herbaceous,1.1522361387227662,26.73695085309739,0.22258235617553163,1,0,1,0,0
Persicaria longiseta,native,herbaceous,0.6306034112674855,36.792187990836425,1.33,1,1,1,1,0
Persicaria filiformis,native,herbaceous,0.6424067007513812,37.12394157559263,2.08,1,1,1,1,1
Dioscorea polystachya,native,herbaceous,0.35238495292943034,36.811792280065774,8.62652502986563,1,1,1,1,1
Galium koreanum,native,herbaceous,0.6350015099001417,28.293369021421977,0.2368,1,1,0,1,0
Adonis amurensis,native,herbaceous,0.19969056034467508,32.4635172054699,2.6935848963965188,0,1,0,1,0
Carex longerostrata,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,0,0,0,1,0
Maianthemum japonicum,native,herbaceous,0.28536681754101273,23.835529549107672,26.18639343892724,1,1,1,1,0
Corydalis ambigua,native,herbaceous,0.32229259726153825,31.60260283071076,2.193206286281857,0,0,0,1,0
Viola hirtipes,native,herbaceous,0.13743820306346463,34.57241132185307,0.8953840296741038,0,1,0,0,0
Dioscorea coreana,native,herbaceous,0.35238495292943034,36.811792280065774,8.62652502986563,1,1,1,1,0
Persicaria nepalensis,native,herbaceous,0.6434393970982851,35.59096927985789,4.081664748885801,0,0,1,1,0
Galium maximowiczii,native,herbaceous,0.7158075741415716,27.93835552872948,0.5176680749205377,1,1,1,1,0
Cimicifuga foetida,native,herbaceous,0.32411720333407956,29.78551058501811,2.0969671051519265,1,1,0,1,0
Arisaema serratum,native,herbaceous,0.3652264362522282,35.54643422777492,12.317837192970282,1,1,1,1,0
Silene baccifera,native,herbaceous,0.37626697925569175,27.752243402485252,0.22338342123028682,1,1,0,1,0
Tripora divaricata,native,herbaceous,0.3604301601793821,23.107143975894804,0.3288819487143279,0,1,1,0,0
Carex fusanensis,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,0,0,1,0,0
Sedum aizoon,native,herbaceous,0.22447944474349474,37.66586985064038,0.2881103606125534,0,0,0,1,0
Polygonatum humile,native,herbaceous,0.26630872961501184,23.454582119032164,15.048590501528224,1,1,1,1,0
Barnardia japonica,native,herbaceous,0.30501051189000616,23.636666758269516,2.74,1,1,1,1,0
Persicaria dissitiflora,native,herbaceous,0.6862862083019695,37.47534739572575,3.04254307439064,0,1,0,1,0
Iris ruthenica,native,herbaceous,0.4030436988995744,25.58207302727889,7.338387901482934,1,1,0,0,0
Corydalis maculata,native,herbaceous,0.3178420669312345,32.352315804366235,2.0148749074355203,0,0,0,1,0
Clinopodium multicaule,native,herbaceous,0.26139718548569635,23.368023556551925,0.5294218255415752,1,0,0,0,0
Persicaria hydropiper,native,herbaceous,0.67680785923871,39.69987373737371,1.9904,1,1,1,1,0
Festuca extremiorientalis,native,herbaceous,0.4431429683225404,16.56089451989813,1.0118293293409497,1,0,0,0,0
Platanthera chlorantha,native,herbaceous,0.4300417205610472,25.38807741093562,7.7770099054712665,0,0,0,1,0
Metanarthecium luteoviride,native,herbaceous,0.29014292335969205,32.95156020191196,20.31571001193135,1,0,0,0,0
Gastrodia elata,native,herbaceous,0.4950989390180555,25.32102585109342,7.188382058243233,1,0,0,1,0
Galium odoratum,native,herbaceous,0.6757616882204848,28.115323133660713,0.443152438885616,1,1,1,0,0
Scrophularia koraiensis,native,herbaceous,0.2872240694945424,27.3741629615945,0.3854900757827628,0,0,0,1,0
Hylodesmum oldhamii,native,herbaceous,0.2891217738608249,31.603744786215923,3.484113599016682,1,1,1,0,0
Asarum versicolor,native,herbaceous,0.28422251703847823,38.82063177537908,2.744123615514374,0,0,0,1,0
Cymbopogon goeringii,native,herbaceous,1.1198605999782307,16.181411831301823,0.4572911995245651,1,1,0,0,0
Veratrum oxysepalum,native,herbaceous,0.3031769418360545,33.02330372010972,23.833387515467113,1,1,1,1,0
Boehmeria japonica,native,herbaceous,0.24393980767289392,37.03228742632289,4.958754009657949,1,0,0,1,0
Carex laevissima,native,herbaceous,0.1778348306417938,30.10778096805389,0.8166766852313917,0,0,0,1,0
Salvia plebeia,native,herbaceous,0.43961569319173,21.206240542186386,0.47034049104977155,1,1,0,0,0
Persicaria perfoliata,native,herbaceous,0.674355701551869,38.62508275743871,2.9277579895798875,1,1,1,0,0
Chrysosplenium japonicum,native,herbaceous,0.2215807448281574,36.022740656596106,0.34179970014206007,1,1,0,1,0
Athyrium iseanum,native,herbaceous,0.7619026013317028,26.67005911854854,1.3940271732369396,1,1,1,1,0
Thelypteris quelpartensis,native,herbaceous,0.6867907372573095,28.24038975493028,1.2733725862566148,1,0,0,1,0
Dioscorea quinquelobata,native,herbaceous,0.3409424432500494,41.033298359193935,10.548516305180764,1,1,1,1,0
Vicia venosa,native,herbaceous,0.2605163543405668,37.983224112637615,8.323984532057375,1,0,1,0,0
Carex dimorpholepis,native,herbaceous,0.19000719954083112,22.115818114094626,0.9471158690282947,1,1,1,1,0
Trillium tschonoskii,native,herbaceous,0.3031769418360545,33.02330372010972,24.12241999545546,1,0,0,1,0
Persicaria muricata,native,herbaceous,0.6456760714348311,37.65683165121168,2.9548116854221687,0,1,0,1,0
Athyrium acutipinnulum,native,herbaceous,0.7619026013317028,26.67005911854854,1.3940271732369396,1,1,0,1,0
Dystaenia takesimana,native,herbaceous,0.49370781278106124,33.326239136535705,3.464882139656351,1,1,1,1,0
Sonchus asper,Aster_exotic,herbaceous,0.9420643187695851,22.548991941187982,0.5597133451646091,1,0,0,0,0
Maianthemum dilatatum,native,herbaceous,0.28536681754101273,23.835529549107672,26.18639343892724,1,1,1,0,0
Hepatica maxima,native,herbaceous,0.17765673679679303,32.68786552013654,2.5727173680156947,1,1,1,0,0
Trillium camschatcense,native,herbaceous,0.3031769418360545,33.02330372010972,24.12241999545546,1,1,0,1,0
Arisaema takesimense,native,herbaceous,0.36979271193793434,35.18457706796073,11.137810935922642,1,1,0,0,0
Lilium hansonii,native,herbaceous,0.3014193689834412,32.857966273805616,18.133940821552894,1,1,0,0,0
Duchesnea indica,native,herbaceous,0.26090699673260653,36.06555633856985,4.8471906350653065,1,1,1,1,1
Valeriana dageletiana,native,herbaceous,0.2712489677150636,35.219965295471916,0.8642436418490724,0,0,0,1,0
Aster pseudoglehnii,Aster_native,herbaceous,3.621269570545101,10.24421942299867,0.9443018017244886,1,1,1,0,0
Vicia sativa,native,herbaceous,0.28146426214422376,35.74176515463498,17.46536740218401,1,0,0,0,0
Lactuca indica,Aster_native,herbaceous,2.16666666666667,22.29851603691973,0.7362,1,1,0,1,0
Selliguea hastata,native,herbaceous,0.6962751388642305,27.092026321503386,1.3256857629349816,0,0,0,0,1
Huperzia miyoshiana,native,herbaceous,0.2905992774653271,39.29821674746201,3.3621872907237833,0,0,0,0,1
Hylodesmum podocarpum,native,herbaceous,0.45730249416372043,20.909855029051815,3.0086950275178297,0,0,0,0,1
Mercurialis leiocarpa,native,herbaceous,0.25276217487118696,37.02217795015214,0.5870402309651844,1,0,0,0,1
Persicaria hastatosagittata,native,herbaceous,0.6862862083019695,37.47534739572575,3.04254307439064,0,0,0,0,1
Veratrum maackii,native,herbaceous,0.3031769418360545,33.02330372010972,24.12423353537677,1,1,1,1,0
Angelica amurensis,native,herbaceous,0.4815141052634872,31.993749901143435,3.146534964057295,1,1,0,1,0
Juncus tenuis,native,herbaceous,0.44464184231590737,25.19004137695411,0.4551643615360593,0,0,0,1,0
Scirpus radicans,native,herbaceous,0.1579781400385853,28.72925498299927,0.2759132433449201,0,1,0,1,0
Dryopteris gymnophylla,native,herbaceous,0.5565432791699102,26.937084495541214,1.3432687595218122,1,0,0,1,0
Persicaria maculosa,native,herbaceous,0.6666818321959723,38.823717591086734,2.2164802179800196,0,1,0,1,0
Dryopteris hondoensis,native,herbaceous,0.5565432791699102,26.937084495541214,1.3432687595218122,0,1,0,1,0
Potentilla centigrana,native,herbaceous,0.46455938049495404,21.10793752397975,1.8243277796062605,1,0,0,0,0
Androsace umbellata,native,herbaceous,0.31358825284897784,30.87955399526176,0.17473282255143915,1,1,0,1,0
Glyceria leptolepis,native,herbaceous,0.5603186657407442,15.602836701659939,1.0435760926141702,0,0,0,1,0
Schizachyrium brevifolium,native,herbaceous,0.5701877981734825,19.374505781119506,1.4715879557538998,1,0,0,0,0
Arisaema thunbergii,native,herbaceous,0.3652264362522282,35.16279778471417,12.092200866080924,1,1,0,1,0
Persicaria posumbu,native,herbaceous,0.6306034112674855,36.792187990836425,1.3977708422475177,0,1,0,1,0
Potentilla kleiniana,native,herbaceous,0.113314295333255,19.210311345784262,0.19370814328602107,0,0,0,1,0
Diarrhena koryoensis,native,herbaceous,0.4195399383602253,15.711603181761587,1.2392819853612893,1,0,0,1,0
Carex conica,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,1,0,0,1,0
Persicaria praetermissa,native,herbaceous,0.6456760714348311,37.65683165121168,2.9548116854221687,1,0,0,0,0
Persicaria viscosa,native,herbaceous,0.6862862083019695,37.47534739572575,3.04254307439064,1,0,1,1,0
Dryopteris fuscipes,native,herbaceous,0.5463761547259222,27.016705187121715,1.3432687595218122,1,0,0,1,0
Gastrodia pubilabiata,native,herbaceous,0.4950989390180555,25.32102585109342,7.188382058243233,1,0,0,1,0
Leptorumohra borealis,native,herbaceous,0.6735012794690903,27.24757719592998,1.3661430008949371,1,1,0,0,0
Poa acroleuca,native,herbaceous,0.6343172743179185,23.51233214491865,1.044102069385534,1,0,0,1,0
